portfolio_id,customer_id,mandate,risk_profile,account_type,benchmark,currency,inception_date,adviser_id,province,reg28_regulated,fee_bps,market_value_zar
PF03114,CUST146977,Offshore Feeder,Aggressive,Tax-Free Savings,MSCI World,ZAR,2025-03-14,ADV022,Gauteng,0,105,1734812.38
PF03115,CUST202778,Absolute Return,Moderate,Pension Fund,STeFI + 4%,ZAR,2016-12-21,ADV018,Gauteng,1,110,11174786.13
PF03116,CUST005417,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2020-10-04,ADV010,Western Cape,1,95,8019527.05
PF03117,CUST237469,Money Market,Conservative,Discretionary,STeFI,ZAR,2016-04-30,ADV010,Gauteng,0,35,2887025.11
PF03118,CUST184124,Money Market,Conservative,Pension Fund,STeFI,ZAR,2015-03-03,ADV001,KwaZulu-Natal,1,35,1384249.11
PF03119,CUST063595,Balanced Growth,Moderate,Tax-Free Savings,ALSI,ZAR,2015-11-01,ADV026,Gauteng,1,95,17822879.12
PF03120,CUST166245,Money Market,Conservative,Discretionary,STeFI,ZAR,2024-09-09,ADV013,Western Cape,0,35,3495858.3
PF03121,CUST118663,Money Market,Conservative,Living Annuity,STeFI,ZAR,2025-11-28,ADV001,North West,0,35,5490186.92
PF03122,CUST118346,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2024-06-07,ADV015,KwaZulu-Natal,1,70,1574200.79
PF03123,CUST312915,Balanced Growth,Moderate,Tax-Free Savings,ALSI,ZAR,2020-07-14,ADV005,Gauteng,1,95,267093020.59
PF03124,CUST091805,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2025-03-03,ADV014,Western Cape,1,95,6731693.56
PF03125,CUST297486,Absolute Return,Moderate,Tax-Free Savings,STeFI + 4%,ZAR,2017-10-10,ADV022,Gauteng,1,110,25287577.01
PF03126,CUST355656,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2016-08-04,ADV027,Gauteng,1,105,7598496.13
PF03127,CUST361346,Absolute Return,Moderate,Endowment,STeFI + 4%,ZAR,2021-08-04,ADV026,KwaZulu-Natal,1,110,3274172.58
PF03128,CUST094897,Money Market,Conservative,Pension Fund,STeFI,ZAR,2017-01-31,ADV007,KwaZulu-Natal,1,35,12604640.23
PF03129,CUST003810,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2020-06-15,ADV021,KwaZulu-Natal,1,95,6385646.39
PF03130,CUST174526,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2016-06-04,ADV007,Gauteng,1,105,1579562.64
PF03131,CUST407432,Money Market,Conservative,Pension Fund,STeFI,ZAR,2021-12-11,ADV003,Eastern Cape,1,35,3123788.44
PF03132,CUST166248,Aggressive Equity,Aggressive,Endowment,SWIX,ZAR,2015-07-12,ADV019,Gauteng,1,120,4376675.3
PF03133,CUST379109,Aggressive Equity,Aggressive,Tax-Free Savings,SWIX,ZAR,2023-05-16,ADV028,Gauteng,1,120,3138943.79
PF03134,CUST162041,Conservative Income,Conservative,Endowment,ALBI,ZAR,2021-04-18,ADV025,Mpumalanga,1,70,28315186.06
PF03135,CUST162788,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2016-08-17,ADV008,Western Cape,0,105,5784925.15
PF03136,CUST036726,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2019-08-04,ADV013,Western Cape,1,110,4415660.44
PF03137,CUST191765,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2020-06-22,ADV007,Gauteng,1,105,2826344.31
PF03138,CUST187718,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2019-03-11,ADV012,North West,1,105,17269966.51
PF03139,CUST415863,Balanced Growth,Moderate,Endowment,ALSI,ZAR,2021-02-24,ADV020,Gauteng,1,95,26355949.62
PF03140,CUST425590,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2015-02-21,ADV002,Western Cape,1,120,18078940.54
PF03141,CUST364728,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2025-06-17,ADV007,Gauteng,1,100,15002466.49
PF03142,CUST026571,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2021-01-22,ADV001,Western Cape,1,35,7001052.23
PF03143,CUST047308,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2018-05-17,ADV003,Gauteng,1,70,67893903.82
PF03144,CUST450617,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2022-02-26,ADV016,Eastern Cape,1,120,9676179.02
PF03145,CUST035914,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2024-04-06,ADV012,KwaZulu-Natal,1,110,9168651.98
PF03146,CUST093586,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2025-07-19,ADV028,Free State,1,120,12474802.18
PF03147,CUST171433,Money Market,Conservative,Discretionary,STeFI,ZAR,2023-09-04,ADV002,Western Cape,0,35,4259878.83
PF03148,CUST343332,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2021-08-04,ADV004,Western Cape,1,110,3678769.5
PF03149,CUST487549,Property Focus,Moderate,Endowment,SAPY,ZAR,2024-10-24,ADV001,Western Cape,0,100,1659858.1
PF03150,CUST014137,Property Focus,Moderate,Discretionary,SAPY,ZAR,2018-03-28,ADV028,Gauteng,0,100,46592560.18
PF03151,CUST363992,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2018-08-25,ADV024,Mpumalanga,1,110,5344689.9
PF03152,CUST296066,Property Focus,Moderate,Discretionary,SAPY,ZAR,2017-07-18,ADV022,Western Cape,0,100,104182315.06
PF03153,CUST293679,Offshore Feeder,Aggressive,Endowment,MSCI World,ZAR,2021-09-07,ADV015,Eastern Cape,0,105,1209846.75
PF03154,CUST386665,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2020-08-26,ADV022,Gauteng,1,120,2726509.13
PF03155,CUST129756,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2017-11-29,ADV018,Western Cape,1,120,17646457.65
PF03156,CUST161024,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2024-11-08,ADV007,Western Cape,1,105,1727475.82
PF03157,CUST315008,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2023-07-11,ADV006,Mpumalanga,1,110,2913730.73
PF03158,CUST235633,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2025-02-02,ADV011,Mpumalanga,1,105,183926842.94
PF03159,CUST006664,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2016-10-28,ADV019,Limpopo,1,95,3427053.15
PF03160,CUST214761,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2019-08-31,ADV017,Western Cape,1,70,1875450.89
PF03161,CUST101366,Money Market,Conservative,Discretionary,STeFI,ZAR,2025-07-29,ADV010,Limpopo,0,35,9728818.44
PF03162,CUST121792,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2017-11-25,ADV026,Gauteng,1,35,2165146.29
PF03163,CUST078081,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2025-09-01,ADV028,Free State,1,70,10986194.64
PF03164,CUST124694,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2019-05-26,ADV008,KwaZulu-Natal,1,105,43954025.09
PF03165,CUST340378,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2018-08-31,ADV001,Gauteng,1,110,721355.01
PF03166,CUST234713,Balanced Growth,Moderate,Endowment,ALSI,ZAR,2016-12-16,ADV024,Free State,1,95,4058689.68
PF03167,CUST372016,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2017-12-30,ADV021,Western Cape,1,100,38322055.82
PF03168,CUST393214,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2017-11-20,ADV024,KwaZulu-Natal,1,120,7663633.64
PF03169,CUST086384,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2019-05-29,ADV007,Gauteng,1,120,1923477.69
PF03170,CUST093424,Money Market,Conservative,Discretionary,STeFI,ZAR,2021-12-01,ADV019,KwaZulu-Natal,0,35,1419183.6
PF03171,CUST339304,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2016-07-05,ADV017,Mpumalanga,1,95,3321680.84
PF03172,CUST417271,Money Market,Conservative,Pension Fund,STeFI,ZAR,2017-02-04,ADV012,Western Cape,1,35,116212290.97
PF03173,CUST126019,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2023-11-27,ADV020,Western Cape,1,70,7694380.96
PF03174,CUST246489,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2023-12-29,ADV018,Western Cape,1,110,50119094.02
PF03175,CUST426023,Money Market,Conservative,Tax-Free Savings,STeFI,ZAR,2021-07-16,ADV008,North West,0,35,38351331.91
PF03176,CUST278885,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2015-07-16,ADV009,Limpopo,1,120,2190752.23
PF03177,CUST382166,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2020-02-09,ADV022,Free State,1,120,14718703.86
PF03178,CUST092840,Offshore Feeder,Aggressive,Living Annuity,MSCI World,ZAR,2018-03-01,ADV015,Free State,0,105,13979744.25
PF03179,CUST126856,Property Focus,Moderate,Pension Fund,SAPY,ZAR,2018-12-16,ADV028,Free State,1,100,7775761.57
PF03180,CUST141363,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2020-10-14,ADV022,Western Cape,1,70,16910916.2
PF03181,CUST007263,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2015-12-03,ADV027,Gauteng,1,70,735878.37
PF03182,CUST054616,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2015-08-21,ADV027,Gauteng,1,120,5759189.41
PF03183,CUST288769,Property Focus,Moderate,Endowment,SAPY,ZAR,2020-04-09,ADV003,Western Cape,0,100,16046507.93
PF03184,CUST242081,Offshore Feeder,Aggressive,Living Annuity,MSCI World,ZAR,2023-09-21,ADV006,Mpumalanga,0,105,4677544.46
PF03185,CUST131459,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2022-02-10,ADV011,Gauteng,1,120,13264751.65
PF03186,CUST050926,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2015-12-25,ADV008,Western Cape,0,105,40937099.89
PF03187,CUST284024,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2020-11-28,ADV019,Western Cape,1,110,2470517.67
PF03188,CUST069399,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2017-10-05,ADV016,Gauteng,1,120,13443602.79
PF03189,CUST097213,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2017-12-22,ADV007,Gauteng,1,120,50943049.94
PF03190,CUST258758,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2016-11-15,ADV023,Gauteng,1,120,12260316.53
PF03191,CUST035368,Absolute Return,Moderate,Pension Fund,STeFI + 4%,ZAR,2022-06-16,ADV011,Eastern Cape,1,110,3803407.12
PF03192,CUST217233,Offshore Feeder,Aggressive,Living Annuity,MSCI World,ZAR,2017-01-27,ADV001,Gauteng,0,105,6261469.77
PF03193,CUST222650,Aggressive Equity,Aggressive,Tax-Free Savings,SWIX,ZAR,2020-05-04,ADV026,Gauteng,1,120,39423270.06
PF03194,CUST493202,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2017-11-21,ADV010,Western Cape,1,110,12343777.38
PF03195,CUST441156,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2021-10-12,ADV021,Mpumalanga,1,120,41097241.95
PF03196,CUST317310,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2026-01-08,ADV014,Gauteng,1,95,7267263.66
PF03197,CUST067183,Offshore Feeder,Aggressive,Living Annuity,MSCI World,ZAR,2021-02-08,ADV016,Western Cape,0,105,15077584.34
PF03198,CUST262292,Money Market,Conservative,Tax-Free Savings,STeFI,ZAR,2020-06-09,ADV017,Gauteng,0,35,24182969.16
PF03199,CUST057301,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2018-07-19,ADV024,Mpumalanga,1,95,114773940.82
PF03200,CUST469852,Balanced Growth,Moderate,Tax-Free Savings,ALSI,ZAR,2015-06-28,ADV008,Free State,1,95,44881829.14
PF03201,CUST304668,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2024-05-08,ADV006,KwaZulu-Natal,1,120,18928511.45
PF03202,CUST221617,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2022-09-23,ADV013,Gauteng,1,110,3479712.5
PF03203,CUST304358,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2021-02-11,ADV009,Gauteng,1,95,218509295.73
PF03204,CUST455743,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2019-03-13,ADV005,Western Cape,1,95,75902546.0
PF03205,CUST182774,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2023-03-26,ADV027,Limpopo,0,100,12396717.24
PF03206,CUST237500,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2017-01-14,ADV021,KwaZulu-Natal,1,110,131673146.08
PF03207,CUST262424,Property Focus,Moderate,Living Annuity,SAPY,ZAR,2020-05-10,ADV026,Gauteng,0,100,4884308.61
PF03208,CUST435162,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2022-11-18,ADV012,Gauteng,0,100,10673251.12
PF03209,CUST347472,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2020-03-30,ADV004,Mpumalanga,1,70,8499889.81
PF03210,CUST424387,Money Market,Conservative,Pension Fund,STeFI,ZAR,2015-08-15,ADV023,Gauteng,1,35,6751596.36
PF03211,CUST498394,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2024-02-03,ADV004,KwaZulu-Natal,1,120,27377621.05
PF03212,CUST083957,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2025-04-22,ADV004,North West,1,70,6896595.79
PF03213,CUST289591,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2019-08-09,ADV016,North West,1,110,58883679.51
PF03214,CUST498349,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2015-08-04,ADV010,Western Cape,0,100,3764902.58
PF03215,CUST224099,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2021-02-14,ADV009,Free State,1,95,22007144.04
PF03216,CUST374803,Money Market,Conservative,Discretionary,STeFI,ZAR,2022-09-15,ADV017,Western Cape,0,35,22255992.58
PF03217,CUST329301,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2025-05-21,ADV024,Western Cape,1,110,6158481.1
PF03218,CUST109578,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2017-05-04,ADV019,Western Cape,1,105,835866.56
PF03219,CUST363957,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2019-11-19,ADV024,Gauteng,1,95,17376217.38
PF03220,CUST449558,Aggressive Equity,Aggressive,Endowment,SWIX,ZAR,2017-12-23,ADV018,Mpumalanga,1,120,22366666.65
PF03221,CUST001927,Offshore Feeder,Aggressive,Living Annuity,MSCI World,ZAR,2022-10-30,ADV001,Western Cape,0,105,11181537.14
PF03222,CUST310837,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2020-05-05,ADV025,Gauteng,1,35,14087246.05
PF03223,CUST136305,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2023-04-05,ADV008,Gauteng,1,95,668845.6
PF03224,CUST407714,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2024-07-06,ADV022,Gauteng,0,105,2308172.16
PF03225,CUST108457,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2024-10-06,ADV012,Western Cape,1,70,3062334.79
PF03226,CUST091713,Absolute Return,Moderate,Endowment,STeFI + 4%,ZAR,2019-11-07,ADV023,Mpumalanga,1,110,1853440.15
PF03227,CUST270518,Balanced Growth,Moderate,Living Annuity,ALSI,ZAR,2024-09-18,ADV020,Western Cape,1,95,6445119.47
PF03228,CUST116462,Conservative Income,Conservative,Living Annuity,ALBI,ZAR,2023-05-23,ADV027,Mpumalanga,1,70,4463591.82
PF03229,CUST322344,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2015-10-25,ADV018,KwaZulu-Natal,1,70,3435899.36
PF03230,CUST424501,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2025-05-18,ADV020,Gauteng,1,105,7370010.42
PF03231,CUST190305,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2025-11-18,ADV026,KwaZulu-Natal,1,110,706500.03
PF03232,CUST175916,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2015-07-24,ADV008,Gauteng,1,95,16121545.46
PF03233,CUST297903,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2023-03-01,ADV028,Mpumalanga,1,110,949675.07
PF03234,CUST382875,Offshore Feeder,Aggressive,Living Annuity,MSCI World,ZAR,2023-12-10,ADV019,Gauteng,0,105,14903729.8
PF03235,CUST301130,Balanced Growth,Moderate,Discretionary,ALSI,ZAR,2022-05-21,ADV015,Western Cape,1,95,21382396.54
PF03236,CUST100296,Aggressive Equity,Aggressive,Pension Fund,SWIX,ZAR,2017-08-22,ADV021,Mpumalanga,1,120,30151023.72
PF03237,CUST364016,Offshore Feeder,Aggressive,Tax-Free Savings,MSCI World,ZAR,2015-10-28,ADV002,Western Cape,0,105,4016694.29
PF03238,CUST099579,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2016-11-17,ADV010,Western Cape,1,70,15210853.2
PF03239,CUST000562,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2019-08-15,ADV008,KwaZulu-Natal,1,120,66043855.28
PF03240,CUST199157,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2022-03-27,ADV013,KwaZulu-Natal,0,105,14727389.46
PF03241,CUST456948,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2016-10-13,ADV012,KwaZulu-Natal,0,105,27347618.67
PF03242,CUST309114,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2018-03-13,ADV014,Western Cape,1,70,19065261.01
PF03243,CUST157172,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2021-07-30,ADV004,KwaZulu-Natal,1,70,9733370.89
PF03244,CUST234612,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2019-10-07,ADV011,Gauteng,1,110,17417162.59
PF03245,CUST314159,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2017-11-19,ADV015,Gauteng,1,110,96277024.15
PF03246,CUST491937,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2018-08-22,ADV011,Gauteng,1,100,4695771.31
PF03247,CUST019303,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2017-10-25,ADV005,KwaZulu-Natal,0,105,11182163.45
PF03248,CUST031791,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2018-03-31,ADV018,Gauteng,1,100,7002798.54
PF03249,CUST315497,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2017-06-19,ADV005,Eastern Cape,1,100,7670852.38
PF03250,CUST083006,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2022-12-04,ADV014,Western Cape,0,105,59864147.32
PF03251,CUST029169,Offshore Feeder,Aggressive,Tax-Free Savings,MSCI World,ZAR,2024-10-10,ADV027,KwaZulu-Natal,0,105,660900.16
PF03252,CUST225603,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2017-01-13,ADV011,Western Cape,1,110,156193472.02
PF03253,CUST426000,Balanced Growth,Moderate,Retirement Annuity,ALSI,ZAR,2016-07-28,ADV009,Western Cape,1,95,1187164.02
PF03254,CUST473006,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2023-11-05,ADV026,Western Cape,0,105,3556042.22
PF03255,CUST431281,Money Market,Conservative,Living Annuity,STeFI,ZAR,2023-05-19,ADV013,Northern Cape,0,35,11073764.8
PF03256,CUST338303,Property Focus,Moderate,Tax-Free Savings,SAPY,ZAR,2020-07-09,ADV004,Gauteng,0,100,2295297.37
PF03257,CUST000097,Aggressive Equity,Aggressive,Endowment,SWIX,ZAR,2024-12-18,ADV011,Eastern Cape,1,120,71834847.23
PF03258,CUST485062,Aggressive Equity,Aggressive,Living Annuity,SWIX,ZAR,2019-05-26,ADV012,Western Cape,1,120,2358538.38
PF03259,CUST182970,Absolute Return,Moderate,Living Annuity,STeFI + 4%,ZAR,2025-10-25,ADV011,KwaZulu-Natal,1,110,10087496.88
PF03260,CUST379411,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2016-07-13,ADV012,KwaZulu-Natal,1,120,2009223.66
PF03261,CUST266866,Money Market,Conservative,Tax-Free Savings,STeFI,ZAR,2019-05-03,ADV024,KwaZulu-Natal,0,35,11657633.01
PF03262,CUST223805,Absolute Return,Moderate,Endowment,STeFI + 4%,ZAR,2015-09-04,ADV003,Limpopo,1,110,29282014.06
PF03263,CUST431532,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2021-10-08,ADV026,Gauteng,1,70,4102179.36
PF03264,CUST409167,Offshore Feeder,Aggressive,Living Annuity,MSCI World,ZAR,2021-02-25,ADV013,Gauteng,0,105,4015960.18
PF03265,CUST467053,Balanced Growth,Moderate,Pension Fund,ALSI,ZAR,2023-05-01,ADV014,KwaZulu-Natal,1,95,8884733.37
PF03266,CUST204180,Offshore Feeder,Aggressive,Discretionary,MSCI World,ZAR,2023-03-04,ADV019,Western Cape,0,105,15680008.68
PF03267,CUST285224,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2015-05-30,ADV019,Gauteng,1,120,16651270.94
PF03268,CUST068022,Offshore Feeder,Aggressive,Retirement Annuity,MSCI World,ZAR,2022-04-19,ADV021,Gauteng,1,105,19177935.61
PF03269,CUST031452,Offshore Feeder,Aggressive,Endowment,MSCI World,ZAR,2025-12-25,ADV016,Gauteng,0,105,7894225.13
PF03270,CUST369641,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2020-04-03,ADV023,Western Cape,1,120,29714560.94
PF03271,CUST028648,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2018-09-22,ADV007,Western Cape,1,35,136323.24
PF03272,CUST083283,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2015-12-14,ADV012,KwaZulu-Natal,1,120,2310605.85
PF03273,CUST033096,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2016-01-28,ADV015,Gauteng,1,120,16886279.19
PF03274,CUST456944,Conservative Income,Conservative,Retirement Annuity,ALBI,ZAR,2015-10-27,ADV022,KwaZulu-Natal,1,70,13650636.35
PF03275,CUST199268,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2022-01-04,ADV024,Free State,1,120,24337216.37
PF03276,CUST069577,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2021-01-24,ADV023,Gauteng,1,70,26205478.08
PF03277,CUST164756,Offshore Feeder,Aggressive,Pension Fund,MSCI World,ZAR,2018-02-21,ADV027,Eastern Cape,1,105,29984328.34
PF03278,CUST478406,Conservative Income,Conservative,Pension Fund,ALBI,ZAR,2020-06-14,ADV027,Gauteng,1,70,23697690.98
PF03279,CUST254627,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2025-09-14,ADV017,Western Cape,1,100,8418002.66
PF03280,CUST244155,Aggressive Equity,Aggressive,Discretionary,SWIX,ZAR,2020-08-20,ADV008,Mpumalanga,1,120,1532648.69
PF03281,CUST422948,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2020-12-04,ADV015,Gauteng,1,110,3220551.57
PF03282,CUST359100,Conservative Income,Conservative,Discretionary,ALBI,ZAR,2018-05-09,ADV014,Gauteng,1,70,2690795.3
PF03283,CUST445945,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2015-09-25,ADV025,Western Cape,1,35,16179842.0
PF03284,CUST296739,Property Focus,Moderate,Retirement Annuity,SAPY,ZAR,2022-06-19,ADV013,KwaZulu-Natal,1,100,15072092.92
PF03285,CUST247369,Money Market,Conservative,Discretionary,STeFI,ZAR,2017-05-10,ADV026,Mpumalanga,0,35,19544639.35
PF03286,CUST110227,Money Market,Conservative,Discretionary,STeFI,ZAR,2025-10-06,ADV004,Gauteng,0,35,3022582.2
PF03287,CUST281641,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2025-06-12,ADV025,North West,1,110,1374172.86
PF03288,CUST254462,Property Focus,Moderate,Living Annuity,SAPY,ZAR,2022-10-07,ADV019,Mpumalanga,0,100,2429850.1
PF03289,CUST295048,Aggressive Equity,Aggressive,Retirement Annuity,SWIX,ZAR,2024-06-27,ADV007,North West,1,120,11548726.71
PF03290,CUST004361,Money Market,Conservative,Retirement Annuity,STeFI,ZAR,2025-10-09,ADV014,Gauteng,1,35,71966247.84
PF03291,CUST408356,Property Focus,Moderate,Discretionary,SAPY,ZAR,2020-02-07,ADV016,Western Cape,0,100,4846269.14
PF03292,CUST065342,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2020-02-23,ADV010,Eastern Cape,1,70,2376409.53
PF03293,CUST095771,Conservative Income,Conservative,Tax-Free Savings,ALBI,ZAR,2020-09-18,ADV024,Gauteng,1,70,3805556.72
PF03294,CUST213679,Absolute Return,Moderate,Retirement Annuity,STeFI + 4%,ZAR,2022-05-31,ADV006,KwaZulu-Natal,1,110,9543452.14
PF03295,CUST427959,Money Market,Conservative,Tax-Free Savings,STeFI,ZAR,2017-03-09,ADV013,Western Cape,0,35,9571564.02
PF03296,CUST290622,Absolute Return,Moderate,Discretionary,STeFI + 4%,ZAR,2022-06-25,ADV004,KwaZulu-Natal,1,110,13204205.6
